id,image_url,query,answers
train_379,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_379.jpg,Which is the core organization of Takeda pharmaceutical Company?,"['Pharmaceutical development Division', 'Pharmaceutical Development Division']"
train_380,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_380.jpg,Who made the opening remarks ?,['Dr. Kitazawa']
train_381,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_381.jpg,When is the clinical expert meeting scheduled?,"['for October 1 and 2.', 'October 1 and 2']"
train_382,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_382.jpg,what is the date mentioned in the given information ?,"['20 April 2006', '20 april 2006']"
train_383,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_383.jpg,What is the meeting time mentioned here?,['4:00pm - 5:00pm']
train_384,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_384.jpg,what is the place mentioned ?,"['Meeting Room 403', 'meeting room 403']"
train_385,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_385.jpg,"Why was it suggested to prepare non-clinical ""White paper""?","['to address the bladder issue', 'to address the bladder issue.']"
train_386,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_386.jpg,who will forward the article regarding rosiglitazone and non clinical bladder data to andy ?,['Mondira']
train_387,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_387.jpg,What date is the meeting scheduled to develop the overall structure of the document?,['in early May']
train_388,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_388.jpg,Who presented an outline of the Cohen hypothesis?,['Philip Collett']
train_389,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_389.jpg,What is significant in the development of calculi?,['Raising the pH of male rat urine above 6.5']
train_390,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_390.jpg,What is the correlation observed in cohen's paper?,['0.61']
train_391,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_391.jpg,Why didn't rats eliminate calculi as humans do?,"['Because rats are quadropeds', 'Because rats are quadropeds.']"
train_392,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_392.jpg,What is the fullform of MAA?,['Marketing Authorization Application']
train_393,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_393.jpg,Which forum is mentioned in this document?,"['Takeda Global Risk Management Forum', 'Takeda Global Risk Management Forum/March 22, 2004']"
train_394,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_394.jpg,What is the issued date of this document?,"['august 13, 2002', 'August 13, 2002']"
train_395,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_395.jpg,Who is the Director of Nonclinical Safety and Efficacy?,"['David baron', 'David Baron']"
train_396,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_396.jpg,What is the duration of daily dosing?,"['32-weeks', '32-weeks after BBN.']"
train_397,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_397.jpg,Who updated the CEO on August 6?,['Mr. Saito']
train_398,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_398.jpg,By when should TPNA send outline of response to TCI ?,"['August 19', 'by August 19']"
train_399,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_399.jpg,When will Mr. Saito present outline to CEO?,"['August 20', 'on August 20']"
train_400,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_400.jpg,By when will the document be finalized?,"['August 26', 'by August 26']"
train_401,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_401.jpg,When will the FDA Conference Call be held?,"['July 31, 2002']"
train_402,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_402.jpg,What is the heading of the document?,['ACTOS FDA RESPONSE TASK FORCE-TPNA']
train_403,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_403.jpg,How many key issues does the FDA have with respect to the non-clinical data related to bladder tumors?,"['The FDA has 3 key issues with respect to the non-clinical data related to bladder tumors.', '3']"
train_404,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_404.jpg,What plan is developed by TPNA?,"['TPNA will develop monitoring plan.', 'monitoring plan']"
train_405,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_405.jpg,What is TPNA's goal?,['is to supply justification to support maintaining current labeling.']
train_406,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_406.jpg,When was this document last updated?,"['August 1, 2002']"
train_407,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_407.jpg,What is the Draft's Due Date?,['August 5']
train_408,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_408.jpg,Which benefit start after 1 year of service?,"['Extended Disability', 'extended disability']"
train_409,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_409.jpg,What is Ms Wakamatsu's role in Dept. Strategic Development?,"['Assistant manager', 'Assistant Manager']"
train_410,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_410.jpg,Which drug's toxicity study results will be discussed ?,['pioglitazone']
train_411,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_411.jpg,How many pages are there in total as part of this document?,['7']
train_412,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_412.jpg,Who challenged authorities regrading implementing monitoring plan?,['Takeda Europe']
train_413,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_413.jpg,What content is high in male rat urine?,"['protein', 'protien content']"
train_414,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_414.jpg,What kind of meeting is mentioned in this letter?,['ACTOS FDA RESPONSE MEETING']
train_415,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_415.jpg,what kind of drug is used to treat the group of rats?,"['Pioglitazone', 'pioglitazone']"
train_416,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_416.jpg,"In the rat oncogenicity study, what was observed in male rats?",['thickening of the bladder and hypertrophy of the urothelium']
train_417,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_417.jpg,What is the due date to conduct review meeting for FDA package?,['August 22']
train_418,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_418.jpg,What is the time span where no tumors are seen?,['shorter term (12 month)']
train_419,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_419.jpg,Who is the lead responsible person for the  compilation of FDA package?,['Larry Hancock']
train_420,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_420.jpg,"According to mouse oncogenicity study, what was seen male mice only?",['hyperplasia']
train_421,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_421.jpg,what kind of cell tumours experienced the same frequency when group of rats treated with pioglitazone?,"['transitional', 'transitional cell tumors']"
train_422,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_422.jpg,who conducted robust program?,['TCI']
train_423,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_423.jpg,Who is responsible for sending  package to TCI/EU for review?,['Mary Ramstack']
train_424,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_424.jpg,What is the due date for sending FDA Document to Regulatory Affairs?,['August 26']
train_425,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_425.jpg,What is the last updated date mentioned in this document?,"['August 1, 2002', 'August 1,  2002']"
train_426,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_426.jpg,Which product's liability claims are described here?,"['ACTOS PRODUCTS', 'ACTOS PRODUCTS LIABILITY CLAIMS']"
train_427,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_427.jpg,What is the date mentioned in this document at the bottom?,['1/11/2007']
train_428,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_428.jpg,"Mention the first name listed in the ""apologies""?",['Professor Ele Ferrannini']
train_429,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_429.jpg,What is the exhibit number?,['52']
train_430,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_430.jpg,when was  the last meeting/conference call held on ?,"['15th October 2005', '15 October 2005']"
train_431,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_431.jpg,What is the exhibit number?,['107']
train_432,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_432.jpg,"what is the date mentioned under the title - "" minutes of conference call""?","['Monday 28th November 2005', 'monday 28th november 2005', '28th November 2005']"
train_433,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_433.jpg,What is the heading of this document?,"['Rationale for 3 segments', 'Rationale for 3 Segments']"
train_434,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_434.jpg,what is the title of chapter 3?,"['Document Storage Period', 'document storage period']"
train_435,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_435.jpg,What is the graphical representation about?,['Summary of Segment Attractiveness']
train_436,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_436.jpg,"On what basis, the Summary of Segment Attractiveness is carried out?","['based on current situation & future trends', 'Based on current situation & future trends.', 'current situation & future trends']"
train_437,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_437.jpg,What are the three segments indicated in the graph?,"['Treatment Machines, Life Negotiators, Struggle for Control']"
train_438,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_438.jpg,"what is the ""document storage period "" article number?","['7', 'Article 7']"
train_439,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_439.jpg,What is the conclusion obtained from the graph?,"['All 3 segments have consistent needs', 'All 3 Segments Have Consistent Needs.']"
train_440,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_440.jpg,mention the second point listed under the article 7(document storage period)?,"['To be stored for ten years', 'to be stored for ten years']"
train_441,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_441.jpg,Semi exclusive rights in how many countries?,"['20', '20 countries']"
train_442,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_442.jpg,What does article 5 in this document describes?,"['(principles concerning document storage functions)', 'principles concerning document storage functions']"
train_443,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_443.jpg,"In how many countires, license to Exclusive rights are provided?","['in approximately 60 countries', '60 COUNTRIES', '60']"
train_444,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_444.jpg,what is the name of pediatric program?,"['ACTOS', 'ACTOS PEDIATRIC PROGRAM']"
train_445,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_445.jpg,What is the date mentioned in this page?,['5 October 2006']
train_446,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_446.jpg,What is the title of this document?,['Consequences of IR']
train_447,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_447.jpg,What is the Plan TZD Share for the year 2003?,['19.7%']
train_448,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_448.jpg,Which year has 13.3% Oral share (TZD)?,['2000']
train_449,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_449.jpg,"which has a superior lipid profile(v. avandia and others) under the title of ""strength/opportunities?",['ACTOS']
train_450,https://raw.githubusercontent.com/NSTiwari/Fine-tune-IDEFICS-Vision-Language-Model/main/dataset/train/images/train_450.jpg,Which study's synopsis is this?,"['Clinical Study', 'clinical']"
